,OpSetting1,OpSetting2,OpSetting3,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21
2019-12-19,-0.0019,0.0003,100.0,518.67,642.73,1584.4,1412.34,14.62,21.61,552.99,2388.12,9037.26,1.3,47.56,521.69,2388.12,8116.86,8.4286,0.03,394,2388,100.0,38.94,23.3086
2019-12-20,0.0021,-0.0004,100.0,518.67,642.07,1590.38,1401.1,14.62,21.61,553.02,2388.09,9045.95,1.3,47.65,521.03,2388.07,8126.01,8.4343,0.03,393,2388,100.0,38.89,23.2645
2019-12-21,-0.0031,0.0001,100.0,518.67,642.57,1588.18,1405.86,14.62,21.61,552.76,2388.13,9044.75,1.3,47.49,521.68,2388.11,8125.49,8.4072,0.03,392,2388,100.0,38.79,23.2163
2019-12-22,0.0006,0.0,100.0,518.67,641.97,1589.4,1401.21,14.62,21.61,553.1,2388.1,9036.97,1.3,47.38,521.84,2388.14,8117.06,8.4012,0.03,394,2388,100.0,38.83,23.3215
2019-12-23,0.0029,-0.0005,100.0,518.67,642.62,1595.13,1409.67,14.62,21.61,553.27,2388.15,9040.85,1.3,47.49,521.37,2388.18,8124.1,8.4583,0.03,394,2388,100.0,38.87,23.324
2019-12-24,0.0038,0.0002,100.0,518.67,642.33,1589.59,1408.46,14.62,21.61,553.91,2388.15,9039.36,1.3,47.49,521.29,2388.15,8121.04,8.4994,0.03,393,2388,100.0,38.88,23.2869
2019-12-25,-0.0003,0.0005,100.0,518.67,642.44,1586.65,1403.63,14.62,21.61,553.28,2388.11,9049.25,1.3,47.49,521.38,2388.08,8121.85,8.4163,0.03,395,2388,100.0,38.85,23.2894
2019-12-26,0.0004,-0.0003,100.0,518.67,642.33,1586.78,1404.99,14.62,21.61,553.89,2388.16,9041.47,1.3,47.69,521.71,2388.17,8123.6,8.4739,0.03,393,2388,100.0,38.93,23.287
2019-12-27,0.0012,-0.0004,100.0,518.67,643.36,1585.15,1407.48,14.62,21.61,553.54,2388.15,9040.9,1.3,47.6,522.21,2388.1,8126.08,8.4614,0.03,393,2388,100.0,38.73,23.3138
2019-12-28,0.0,-0.0003,100.0,518.67,642.81,1587.89,1414.99,14.62,21.61,553.28,2388.15,9034.79,1.3,47.45,521.08,2388.14,8122.22,8.4129,0.03,391,2388,100.0,38.75,23.2454
2019-12-29,0.0039,-0.0005,100.0,518.67,642.5,1586.81,1401.78,14.62,21.61,552.84,2388.19,9046.12,1.3,47.67,521.55,2388.15,8123.31,8.4694,0.03,394,2388,100.0,38.98,23.3941
2019-12-30,-0.0033,-0.0,100.0,518.67,642.28,1594.5,1404.65,14.62,21.61,552.36,2388.13,9040.82,1.3,47.4,521.25,2388.07,8122.73,8.4313,0.03,394,2388,100.0,38.86,23.3945
