,OpSetting1,OpSetting2,OpSetting3,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21
2019-11-06,0.0,0.0002,100.0,518.67,642.23,1583.85,1394.9,14.62,21.61,554.96,2388.01,9054.46,1.3,47.12,522.76,2387.99,8138.74,8.4077,0.03,390,2388,100.0,38.95,23.3631
2019-11-07,-0.0006,0.0003,100.0,518.67,641.68,1583.38,1391.57,14.62,21.61,554.44,2388.0,9048.32,1.3,47.05,522.92,2388.0,8143.46,8.4237,0.03,391,2388,100.0,39.07,23.5368
2019-11-08,0.0006,0.0003,100.0,518.67,642.12,1593.37,1396.53,14.62,21.61,554.45,2388.01,9048.23,1.3,47.09,522.29,2388.04,8142.43,8.3694,0.03,391,2388,100.0,39.08,23.3646
2019-11-09,-0.0016,-0.0002,100.0,518.67,641.91,1582.06,1397.24,14.62,21.6,554.75,2388.01,9057.77,1.3,47.14,522.65,2388.01,8144.85,8.3991,0.03,391,2388,100.0,38.94,23.4428
2019-11-10,-0.0028,-0.0003,100.0,518.67,642.45,1587.57,1397.78,14.62,21.61,553.96,2388.02,9058.48,1.3,47.15,522.12,2387.99,8139.1,8.3991,0.03,390,2388,100.0,39.18,23.503
2019-11-11,0.004,-0.0003,100.0,518.67,642.06,1581.03,1394.81,14.62,21.61,554.4,2387.99,9051.75,1.3,47.23,522.22,2387.96,8135.43,8.4062,0.03,391,2388,100.0,39.12,23.4303
2019-11-12,0.0012,-0.0003,100.0,518.67,642.27,1584.95,1396.13,14.62,21.61,555.24,2387.96,9054.09,1.3,47.07,522.2,2388.03,8135.67,8.3909,0.03,391,2388,100.0,39.03,23.4483
2019-11-13,0.0029,0.0004,100.0,518.67,642.02,1583.08,1398.88,14.62,21.61,555.13,2388.01,9068.66,1.3,47.11,522.43,2387.99,8139.45,8.4222,0.03,389,2388,100.0,39.05,23.4404
2019-11-14,-0.0003,0.0002,100.0,518.67,642.36,1576.47,1397.44,14.62,21.61,554.87,2388.01,9053.1,1.3,46.95,522.74,2387.97,8139.97,8.3953,0.03,391,2388,100.0,39.12,23.4364
2019-11-15,-0.0019,-0.0004,100.0,518.67,642.46,1580.88,1395.39,14.62,21.61,555.07,2387.98,9050.94,1.3,47.23,522.5,2387.98,8141.35,8.4098,0.03,391,2388,100.0,39.04,23.4173
2019-11-16,0.0005,-0.0001,100.0,518.67,642.21,1583.2,1404.76,14.62,21.61,554.57,2388.0,9049.98,1.3,47.14,522.15,2387.94,8135.85,8.3806,0.03,392,2388,100.0,39.03,23.4487
2019-11-17,0.0011,-0.0001,100.0,518.67,642.63,1581.27,1395.08,14.62,21.61,554.47,2388.01,9054.86,1.3,47.04,522.45,2388.02,8139.12,8.3833,0.03,392,2388,100.0,38.98,23.4486
2019-11-18,0.0043,-0.0002,100.0,518.67,641.96,1586.06,1397.83,14.62,21.61,554.75,2387.99,9058.86,1.3,46.99,522.15,2387.98,8140.48,8.3712,0.03,392,2388,100.0,38.92,23.5137
2019-11-19,-0.0006,-0.0005,100.0,518.67,642.07,1581.3,1392.85,14.62,21.61,554.03,2388.03,9061.5,1.3,47.03,522.26,2388.02,8134.36,8.3657,0.03,390,2388,100.0,39.11,23.5179
2019-11-20,-0.0045,-0.0003,100.0,518.67,642.06,1583.71,1395.08,14.62,21.61,554.7,2387.93,9059.47,1.3,47.12,523.06,2388.0,8136.23,8.4163,0.03,392,2388,100.0,39.08,23.4219
2019-11-21,0.0014,-0.0002,100.0,518.67,641.94,1581.83,1403.74,14.62,21.61,554.99,2388.03,9053.85,1.3,47.16,522.08,2387.99,8141.52,8.4463,0.03,392,2388,100.0,39.08,23.4022
2019-11-22,0.003,0.0004,100.0,518.67,641.61,1586.13,1397.73,14.62,21.61,554.8,2388.04,9063.44,1.3,47.25,522.39,2388.0,8143.47,8.4167,0.03,391,2388,100.0,38.96,23.4058
2019-11-23,0.0007,0.0003,100.0,518.67,642.66,1582.76,1401.69,14.62,21.6,554.44,2387.98,9055.75,1.3,47.09,522.85,2387.96,8137.83,8.4325,0.03,391,2388,100.0,39.1,23.4539
2019-11-24,0.0021,-0.0005,100.0,518.67,641.97,1586.95,1390.1,14.62,21.61,554.54,2388.0,9057.81,1.3,47.17,522.35,2387.97,8142.07,8.3961,0.03,390,2388,100.0,39.08,23.3528
2019-11-25,-0.0019,0.0005,100.0,518.67,642.3,1584.6,1396.49,14.62,21.6,554.45,2387.98,9052.58,1.3,47.06,522.53,2388.03,8139.59,8.4255,0.03,391,2388,100.0,39.25,23.5442
2019-11-26,-0.0002,0.0003,100.0,518.67,642.3,1581.47,1399.84,14.62,21.61,554.76,2387.95,9058.96,1.3,47.15,522.35,2388.04,8137.05,8.3814,0.03,390,2388,100.0,39.18,23.4255
2019-11-27,-0.0023,-0.0003,100.0,518.67,642.31,1591.06,1398.76,14.62,21.61,554.75,2387.99,9058.43,1.3,47.09,522.96,2387.99,8137.92,8.4299,0.03,391,2388,100.0,39.15,23.5255
2019-11-28,-0.0009,0.0002,100.0,518.67,642.2,1585.82,1397.61,14.62,21.61,554.91,2388.01,9058.4,1.3,47.03,522.9,2387.99,8141.08,8.3634,0.03,392,2388,100.0,39.2,23.3611
2019-11-29,-0.0015,0.0001,100.0,518.67,642.41,1581.11,1398.28,14.62,21.61,555.24,2388.01,9055.94,1.3,47.46,522.53,2387.98,8138.81,8.4076,0.03,390,2388,100.0,39.15,23.4705
2019-11-30,-0.0031,0.0002,100.0,518.67,642.22,1579.22,1402.15,14.62,21.61,555.16,2388.01,9051.53,1.3,47.19,522.27,2387.96,8139.97,8.3888,0.03,391,2388,100.0,39.09,23.3908
2019-12-01,0.0012,-0.0004,100.0,518.67,642.14,1592.32,1392.7,14.62,21.61,554.58,2388.03,9061.38,1.3,47.13,522.3,2388.04,8140.34,8.3785,0.03,392,2388,100.0,39.07,23.5365
2019-12-02,0.0021,-0.0005,100.0,518.67,642.08,1587.53,1396.91,14.62,21.61,553.97,2388.03,9051.92,1.3,47.14,522.89,2388.0,8133.63,8.3792,0.03,390,2388,100.0,38.98,23.3086
