,OpSetting1,OpSetting2,OpSetting3,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21
2019-12-07,-0.0021,0.0003,100.0,518.67,642.24,1584.98,1396.83,14.62,21.61,554.03,2388.01,9057.65,1.3,47.21,522.49,2388.03,8145.03,8.3918,0.03,390,2388,100.0,38.9,23.5107
2019-12-08,0.004,0.0004,100.0,518.67,642.24,1584.36,1395.22,14.62,21.6,554.72,2388.04,9065.4,1.3,47.22,523.16,2387.99,8138.39,8.3998,0.03,391,2388,100.0,38.96,23.2986
2019-12-09,0.0021,0.0003,100.0,518.67,642.09,1584.35,1397.91,14.62,21.61,554.19,2387.97,9066.69,1.3,47.16,521.7,2388.0,8142.27,8.3713,0.03,391,2388,100.0,39.0,23.2993
2019-12-10,0.0001,0.0005,100.0,518.67,642.01,1579.06,1400.32,14.62,21.61,554.09,2387.99,9059.67,1.3,47.08,522.57,2387.95,8142.49,8.3884,0.03,391,2388,100.0,39.01,23.4489
2019-12-11,0.0036,0.0004,100.0,518.67,641.84,1585.45,1398.53,14.62,21.61,554.38,2387.99,9067.52,1.3,47.06,522.2,2387.98,8148.44,8.3859,0.03,391,2388,100.0,38.98,23.3944
2019-12-12,0.0009,-0.0002,100.0,518.67,641.6,1577.55,1396.63,14.62,21.61,554.21,2387.99,9055.7,1.3,47.16,521.89,2388.01,8146.01,8.3591,0.03,390,2388,100.0,39.11,23.4429
2019-12-13,-0.0042,0.0004,100.0,518.67,641.96,1581.63,1401.66,14.62,21.6,553.82,2388.0,9063.57,1.3,47.02,522.13,2388.01,8142.59,8.3696,0.03,392,2388,100.0,38.87,23.4763
2019-12-14,0.0003,0.0004,100.0,518.67,641.91,1581.19,1395.91,14.62,21.61,554.74,2388.03,9059.89,1.3,47.01,522.11,2387.98,8144.77,8.4009,0.03,391,2388,100.0,38.96,23.443
2019-12-15,-0.0025,-0.0002,100.0,518.67,642.39,1584.46,1396.13,14.62,21.61,554.5,2387.99,9071.35,1.3,47.15,522.74,2387.97,8145.61,8.4148,0.03,392,2388,100.0,39.1,23.3631
2019-12-16,0.0014,-0.0001,100.0,518.67,642.14,1579.37,1394.44,14.62,21.61,553.99,2388.03,9054.61,1.3,47.27,522.84,2387.96,8150.38,8.3762,0.03,391,2388,100.0,38.94,23.3957
2019-12-17,-0.0006,-0.0,100.0,518.67,641.36,1582.87,1403.9,14.62,21.6,554.43,2387.99,9070.19,1.3,47.16,522.47,2387.99,8147.42,8.435,0.03,392,2388,100.0,38.82,23.4143
2019-12-18,0.0011,0.0,100.0,518.67,642.26,1580.99,1394.07,14.62,21.61,554.33,2388.01,9060.03,1.3,47.14,522.65,2388.0,8145.21,8.3998,0.03,392,2388,100.0,39.11,23.459
2019-12-19,-0.0041,-0.0,100.0,518.67,642.3,1581.8,1394.13,14.62,21.61,554.2,2387.99,9053.45,1.3,47.25,522.63,2388.0,8139.45,8.4064,0.03,391,2388,100.0,38.94,23.4752
2019-12-20,-0.0016,-0.0004,100.0,518.67,642.01,1582.26,1394.42,14.62,21.61,554.44,2387.98,9060.31,1.3,47.17,522.31,2388.01,8144.7,8.3571,0.03,392,2388,100.0,39.13,23.4963
2019-12-21,-0.0008,0.0005,100.0,518.67,642.06,1584.74,1395.96,14.62,21.6,555.06,2387.95,9060.74,1.3,47.25,522.52,2388.03,8141.85,8.3835,0.03,390,2388,100.0,39.0,23.5347
2019-12-22,0.0023,0.0002,100.0,518.67,641.71,1574.02,1393.09,14.62,21.61,554.94,2387.95,9061.0,1.3,47.17,522.37,2387.99,8144.73,8.3643,0.03,393,2388,100.0,39.06,23.3248
2019-12-23,-0.001,0.0005,100.0,518.67,641.93,1577.88,1388.35,14.62,21.61,555.01,2387.96,9058.57,1.3,47.06,523.07,2388.0,8145.63,8.3736,0.03,392,2388,100.0,38.98,23.3902
2019-12-24,-0.0018,0.0005,100.0,518.67,642.26,1580.78,1397.48,14.62,21.6,555.27,2387.99,9062.84,1.3,47.09,523.27,2387.98,8145.53,8.3752,0.03,392,2388,100.0,39.08,23.3638
2019-12-25,0.0002,-0.0002,100.0,518.67,641.7,1587.63,1402.12,14.62,21.6,554.26,2388.01,9061.05,1.3,47.04,522.58,2387.98,8146.15,8.4159,0.03,391,2388,100.0,38.88,23.5072
2019-12-26,-0.0005,-0.0,100.0,518.67,642.05,1576.02,1397.76,14.62,21.6,554.31,2387.98,9066.53,1.3,47.24,522.55,2387.95,8144.91,8.4065,0.03,390,2388,100.0,38.98,23.4197
2019-12-27,-0.0009,0.0001,100.0,518.67,642.05,1579.53,1400.87,14.62,21.61,554.11,2388.08,9062.58,1.3,46.89,523.38,2387.94,8147.31,8.425,0.03,391,2388,100.0,39.07,23.3869
2019-12-28,0.0022,0.0,100.0,518.67,642.31,1584.54,1393.14,14.62,21.61,554.65,2388.04,9056.5,1.3,47.15,522.94,2388.05,8144.43,8.4137,0.03,393,2388,100.0,38.96,23.5036
2019-12-29,0.0004,0.0002,100.0,518.67,641.98,1576.94,1396.29,14.62,21.61,554.09,2388.01,9063.67,1.3,47.11,521.93,2388.0,8145.87,8.3671,0.03,392,2388,100.0,39.1,23.4241
2019-12-30,0.0024,-0.0004,100.0,518.67,641.7,1593.21,1394.35,14.62,21.61,554.56,2388.0,9055.05,1.3,47.21,522.79,2387.97,8139.96,8.3764,0.03,392,2388,100.0,39.16,23.491
2019-12-31,0.0018,-0.0004,100.0,518.67,642.34,1588.46,1398.95,14.62,21.61,554.47,2388.02,9053.97,1.3,47.19,522.48,2388.0,8145.9,8.387,0.03,391,2388,100.0,39.09,23.3641
2020-01-01,-0.0001,-0.0,100.0,518.67,641.62,1588.24,1396.42,14.62,21.61,554.19,2387.99,9061.27,1.3,47.27,522.32,2387.98,8138.38,8.4039,0.03,391,2388,100.0,38.88,23.3954
2020-01-02,0.0009,0.0003,100.0,518.67,641.79,1590.44,1388.88,14.62,21.6,554.72,2388.05,9056.7,1.3,47.07,522.76,2388.02,8141.25,8.3778,0.03,390,2388,100.0,38.98,23.3423
2020-01-03,-0.0003,0.0001,100.0,518.67,641.47,1582.45,1394.62,14.62,21.61,554.26,2388.01,9057.51,1.3,47.11,522.35,2387.99,8146.18,8.3938,0.03,390,2388,100.0,38.92,23.362
2020-01-04,0.0035,-0.0001,100.0,518.67,641.97,1587.11,1392.43,14.62,21.6,554.6,2387.96,9065.0,1.3,47.22,522.47,2388.01,8149.93,8.386,0.03,392,2388,100.0,39.09,23.491
2020-01-05,0.0008,-0.0001,100.0,518.67,641.73,1585.99,1390.69,14.62,21.61,554.19,2387.97,9060.93,1.3,47.15,522.21,2387.99,8142.34,8.3904,0.03,392,2388,100.0,39.01,23.4067
2020-01-06,-0.002,-0.0004,100.0,518.67,642.2,1579.74,1402.15,14.62,21.61,555.04,2388.0,9057.82,1.3,47.01,522.55,2387.98,8142.21,8.3681,0.03,391,2388,100.0,39.07,23.5123
2020-01-07,0.0026,-0.0004,100.0,518.67,642.0,1582.29,1395.04,14.62,21.61,554.47,2387.97,9062.42,1.3,47.11,522.77,2387.95,8147.15,8.3576,0.03,392,2388,100.0,39.03,23.4168
2020-01-08,0.0025,-0.0001,100.0,518.67,641.78,1583.2,1393.37,14.62,21.6,554.53,2388.01,9060.11,1.3,47.15,522.26,2388.02,8144.21,8.388,0.03,392,2388,100.0,39.19,23.4803
2020-01-09,0.0009,0.0001,100.0,518.67,642.26,1575.58,1389.75,14.62,21.61,554.11,2387.99,9070.02,1.3,47.3,522.37,2387.99,8146.73,8.3889,0.03,392,2388,100.0,39.11,23.4375
2020-01-10,0.0005,0.0001,100.0,518.67,641.93,1590.11,1393.44,14.62,21.61,555.08,2388.04,9059.7,1.3,47.12,522.03,2388.03,8139.14,8.399,0.03,393,2388,100.0,39.1,23.441
2020-01-11,0.0008,-0.0003,100.0,518.67,642.17,1588.51,1395.5,14.62,21.61,554.54,2387.92,9055.12,1.3,47.05,522.1,2388.07,8150.92,8.3667,0.03,393,2388,100.0,39.08,23.475
2020-01-12,-0.0024,0.0005,100.0,518.67,641.87,1588.53,1403.8,14.62,21.61,554.75,2388.01,9056.58,1.3,47.25,522.89,2387.94,8143.31,8.3528,0.03,392,2388,100.0,38.99,23.3981
2020-01-13,-0.0013,-0.0004,100.0,518.67,641.6,1589.54,1390.76,14.62,21.61,554.28,2388.02,9057.82,1.3,47.08,522.02,2388.01,8141.48,8.401,0.03,390,2388,100.0,38.99,23.4052
2020-01-14,-0.0021,-0.0003,100.0,518.67,642.4,1574.81,1400.98,14.62,21.61,554.8,2388.01,9066.05,1.3,46.97,522.8,2387.99,8141.83,8.3772,0.03,393,2388,100.0,38.91,23.5746
2020-01-15,0.001,-0.0002,100.0,518.67,642.4,1576.28,1393.05,14.62,21.61,554.22,2387.98,9062.38,1.3,47.16,522.64,2388.03,8146.42,8.403,0.03,391,2388,100.0,39.17,23.4219
2020-01-16,0.0004,-0.0004,100.0,518.67,642.27,1584.62,1397.32,14.62,21.61,554.06,2387.97,9064.37,1.3,47.23,522.62,2387.98,8145.79,8.401,0.03,390,2388,100.0,39.12,23.4323
2020-01-17,0.003,-0.0,100.0,518.67,641.96,1587.84,1401.25,14.62,21.61,554.21,2388.0,9056.35,1.3,47.0,522.68,2388.03,8145.74,8.3805,0.03,391,2388,100.0,39.0,23.4304
2020-01-18,0.0015,0.0002,100.0,518.67,642.16,1581.26,1392.66,14.62,21.61,554.74,2388.02,9066.34,1.3,47.08,522.83,2387.97,8145.16,8.4012,0.03,391,2388,100.0,38.88,23.5104
2020-01-19,-0.0055,-0.0001,100.0,518.67,642.02,1585.53,1394.83,14.62,21.61,554.53,2387.98,9065.13,1.3,47.1,521.85,2388.0,8150.67,8.3861,0.03,392,2388,100.0,38.96,23.4322
2020-01-20,0.0012,-0.0004,100.0,518.67,642.18,1579.23,1397.56,14.62,21.61,554.52,2388.02,9065.03,1.3,47.21,522.92,2388.0,8148.39,8.3851,0.03,392,2388,100.0,39.01,23.3907
