,OpSetting1,OpSetting2,OpSetting3,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21
2019-12-08,0.0002,-0.0002,100.0,518.67,642.5,1591.55,1411.43,14.62,21.61,552.93,2388.14,9041.19,1.3,47.56,521.53,2388.13,8126.96,8.4322,0.03,393,2388,100.0,38.82,23.3124
2019-12-09,-0.0006,0.0,100.0,518.67,642.41,1589.84,1405.51,14.62,21.61,553.11,2388.13,9041.49,1.3,47.44,521.09,2388.14,8125.07,8.4626,0.03,392,2388,100.0,38.76,23.2642
2019-12-10,0.0002,-0.0001,100.0,518.67,642.63,1588.16,1408.81,14.62,21.61,553.31,2388.09,9042.25,1.3,47.62,521.64,2388.13,8124.61,8.4142,0.03,391,2388,100.0,38.78,23.3072
2019-12-11,0.0024,-0.0002,100.0,518.67,643.13,1593.67,1409.85,14.62,21.61,553.18,2388.13,9044.59,1.3,47.48,521.3,2388.1,8128.42,8.4246,0.03,394,2388,100.0,38.81,23.2889
2019-12-12,0.0026,0.0001,100.0,518.67,642.8,1588.61,1414.19,14.62,21.61,553.5,2388.2,9035.69,1.3,47.38,521.3,2388.11,8126.1,8.4018,0.03,394,2388,100.0,38.84,23.2591
2019-12-13,0.0026,0.0004,100.0,518.67,642.16,1588.7,1408.6,14.62,21.61,553.41,2388.05,9059.69,1.3,47.59,521.49,2388.07,8125.29,8.4515,0.03,392,2388,100.0,38.97,23.2985
2019-12-14,0.0032,0.0003,100.0,518.67,642.4,1588.25,1404.3,14.62,21.61,552.82,2388.11,9040.52,1.3,47.39,521.52,2388.07,8131.55,8.4827,0.03,393,2388,100.0,38.76,23.4328
2019-12-15,-0.0001,-0.0001,100.0,518.67,642.94,1586.14,1412.11,14.62,21.61,552.92,2388.15,9045.97,1.3,47.63,521.24,2388.18,8126.07,8.4106,0.03,392,2388,100.0,38.8,23.279
2019-12-16,0.002,-0.0003,100.0,518.67,642.38,1592.4,1405.42,14.62,21.61,554.15,2388.11,9038.5,1.3,47.54,521.17,2388.14,8121.35,8.4442,0.03,394,2388,100.0,38.99,23.2642
2019-12-17,-0.0011,0.0005,100.0,518.67,642.34,1585.35,1406.11,14.62,21.61,554.25,2388.15,9051.8,1.3,47.56,520.4,2388.1,8128.39,8.4446,0.03,394,2388,100.0,38.77,23.3325
2019-12-18,0.0007,-0.0003,100.0,518.67,642.68,1586.4,1401.17,14.62,21.61,553.51,2388.11,9048.38,1.3,47.34,521.41,2388.11,8128.45,8.4435,0.03,394,2388,100.0,38.98,23.3468
2019-12-19,-0.0005,-0.0002,100.0,518.67,642.91,1591.39,1408.91,14.62,21.61,552.92,2388.1,9046.7,1.3,47.48,521.59,2388.14,8131.34,8.4164,0.03,393,2388,100.0,38.78,23.2211
2019-12-20,-0.0023,-0.0003,100.0,518.67,642.69,1587.16,1406.85,14.62,21.61,552.91,2388.12,9047.57,1.3,47.45,521.93,2388.13,8125.23,8.4351,0.03,393,2388,100.0,38.76,23.2512
2019-12-21,0.0001,0.0004,100.0,518.67,642.78,1593.83,1411.14,14.62,21.61,553.08,2388.12,9047.88,1.3,47.48,522.11,2388.13,8129.67,8.4432,0.03,393,2388,100.0,38.94,23.3845
2019-12-22,-0.001,0.0005,100.0,518.67,642.07,1591.37,1410.22,14.62,21.61,553.26,2388.17,9045.81,1.3,47.49,521.47,2388.1,8129.2,8.4303,0.03,393,2388,100.0,38.75,23.3319
2019-12-23,-0.0009,0.0004,100.0,518.67,642.19,1588.19,1416.35,14.62,21.61,552.89,2388.11,9045.5,1.3,47.57,521.5,2388.09,8126.64,8.4432,0.03,394,2388,100.0,38.76,23.2297
2019-12-24,0.0014,0.0003,100.0,518.67,642.84,1589.18,1405.88,14.62,21.61,553.25,2388.11,9041.77,1.3,47.49,521.34,2388.07,8123.36,8.4638,0.03,394,2388,100.0,39.1,23.2647
2019-12-25,0.0013,0.0003,100.0,518.67,642.49,1588.61,1408.21,14.62,21.61,554.18,2388.07,9050.43,1.3,47.43,521.59,2388.08,8130.29,8.4456,0.03,394,2388,100.0,38.74,23.3053
2019-12-26,0.0017,-0.0003,100.0,518.67,643.03,1585.33,1412.56,14.62,21.61,553.2,2388.14,9046.05,1.3,47.74,521.36,2388.14,8127.69,8.4363,0.03,394,2388,100.0,38.89,23.362
2019-12-27,0.0002,0.0005,100.0,518.67,642.56,1590.92,1414.56,14.62,21.61,552.52,2388.09,9050.5,1.3,47.55,521.45,2388.17,8135.62,8.4226,0.03,394,2388,100.0,38.93,23.2996
2019-12-28,0.0003,0.0003,100.0,518.67,642.79,1597.97,1414.67,14.62,21.61,553.39,2388.07,9045.5,1.3,47.51,521.66,2388.18,8122.91,8.4233,0.03,392,2388,100.0,38.61,23.3702
2019-12-29,-0.0052,-0.0004,100.0,518.67,642.73,1588.83,1407.43,14.62,21.61,553.09,2388.1,9050.15,1.3,47.42,521.09,2388.13,8127.72,8.4401,0.03,394,2388,100.0,38.73,23.2687
2019-12-30,-0.0003,0.0,100.0,518.67,642.56,1587.32,1415.45,14.62,21.61,554.32,2388.1,9047.48,1.3,47.54,521.54,2388.16,8129.05,8.4523,0.03,392,2388,100.0,38.75,23.3312
2019-12-31,-0.0033,-0.0004,100.0,518.67,642.78,1588.64,1404.79,14.62,21.61,553.13,2388.09,9044.74,1.3,47.31,521.77,2388.16,8123.36,8.4651,0.03,393,2388,100.0,38.95,23.2863
2020-01-01,-0.0022,-0.0003,100.0,518.67,642.83,1593.44,1408.98,14.62,21.61,553.7,2388.12,9049.57,1.3,47.28,521.73,2388.11,8128.21,8.4343,0.03,393,2388,100.0,38.9,23.2971
2020-01-02,-0.0026,0.0004,100.0,518.67,642.41,1586.09,1408.79,14.62,21.61,553.84,2388.14,9044.72,1.3,47.36,521.57,2388.09,8124.57,8.4451,0.03,393,2388,100.0,38.9,23.3277
